crop,issue_id,issue_name,category,causal_agent,temp_min_c,temp_opt_c,temp_max_c,rh_min_pct,rh_opt_pct,leaf_wetness_hrs,rain_trigger,soil_ph_min,soil_ph_max,soil_drainage,soil_texture,ndvi_signal,ndmi_signal,ndre_signal,growth_stage,consecutive_dry_days_trigger,consecutive_wet_days_trigger,temp_stress_threshold_c,soil_ec_threshold_ds_m,perfect_temp_min_c,perfect_temp_max_c,perfect_rh_min_pct,perfect_rh_max_pct,perfect_soil_ph_min,perfect_soil_ph_max,perfect_soil_drainage,perfect_rainfall_mm_week,severity,ndvi_threshold,ndmi_threshold,ndre_threshold,rule_logic,notes,recommendation,urgency
Cowpea,COWPEA_COWPEA_MOSAIC_VIRUS,Cowpea Mosaic Virus,Viral,CPMV (Comovirus),25.0,30.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Beetle-vectored (Cerotoma spp.); seed-borne,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 2 days
Cowpea,COWPEA_CERCOSPORA_LEAF_SPOT,Cercospora Leaf Spot,Fungal,Cercospora canescens,22.0,28.0,35.0,90,99,Wet,Warm humid,5.5,7.5,Any,Any,NDVI round spots,NDMI high,NDRE low,Flowering–Pod,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Circular spots with grey centers; warm humid,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Cowpea,COWPEA_APHIDS,Aphids,Pest,Aphis craccivora,18.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI curling,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dense colonies; virus vector; dry periods increase risk,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Chickpea,CHICKPEA_ASCOCHYTA_BLIGHT,Ascochyta Blight,Fungal,Ascochyta rabiei,5.0,20.0,30.0,85,99,Rain splash,Cool wet,6.0,8.0,Any,Any,NDVI dark lesions,NDMI high,NDRE low,Any,,,,,,,,,6.0,8.0,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Kills plants rapidly; cool wet spread by rain,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Chickpea,CHICKPEA_FUSARIUM_WILT,Fusarium Wilt,Fungal,Fusarium oxysporum f.sp. ciceri,20.0,28.0,35.0,60,80,Soil moisture,Warm moderate,6.0,8.0,Any,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,6.0,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Vascular wilt; warm soils after cool establishment,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Chickpea,CHICKPEA_POD_BORER,Pod Borer,Pest,Helicoverpa armigera,15.0,28.0,40.0,Any,Any,,,,,Any,Any,NDVI pod/seed damage,NDMI normal,NDRE low,Flowering–Pod fill,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Bores into developing seeds; warm conditions,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Today
Lentil,LENTIL_ASCOCHYTA_BLIGHT,Ascochyta Blight,Fungal,Ascochyta lentis,5.0,20.0,25.0,85,99,Rain splash,Cool wet,6.0,8.0,Any,Any,NDVI tan lesions,NDMI high,NDRE low,Any,,,,,,,,,6.0,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Similar to chickpea blight; seed-borne,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Lentil,LENTIL_STEMPHYLIUM_BLIGHT,Stemphylium Blight,Fungal,Stemphylium botryosum,20.0,28.0,35.0,80,99,Leaf wetness,Warm wet,6.0,8.0,Any,Any,NDVI dark tip blight,NDMI high,NDRE low,Flowering–Pod,,,,,,,,,6.0,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Chocolate brown tip necrosis; warm wet periods,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Lentil,LENTIL_RUST,Rust,Fungal,Uromyces viciae-fabae,15.0,22.0,28.0,90,99,Dew,Cool humid,6.0,8.0,Any,Any,NDVI rust pustules,NDMI high,NDRE low,Flowering–Pod,,,,,,,,,6.0,8.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool humid; orange pustules on stem+pods,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Sweet Potato,SWEET_POTATO_SWEET_POTATO_VIRUS_D,Sweet Potato Virus Disease,Viral,SPFMV + SPCSV co-infection,20.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI severe mosaic,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Whitefly-vectored; co-infection required for severe symptoms,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Today
Sweet Potato,SWEET_POTATO_FUSARIUM_WILT,Fusarium Wilt,Fungal,Fusarium oxysporum f.sp. batatas,22.0,28.0,35.0,70,90,Soil moisture,Warm moderate,5.5,7.5,Any,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Vascular browning; warm soils,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Sweet Potato,SWEET_POTATO_WEEVIL,Weevil,Pest,Cylas formicarius,20.0,30.0,38.0,Any,Any,,Dry conditions,,,Sandy,Any,NDVI cracked roots,NDMI very low,NDRE normal,Any,,,,,,,,,,,Sandy,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dry conditions crack roots creating entry points,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Yam,YAM_YAM_MOSAIC_VIRUS,Yam Mosaic Virus,Viral,YMV (Potyvirus),22.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; infected seed yams primary source,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 2 days
Yam,YAM_YAM_ANTHRACNOSE,Yam Anthracnose,Fungal,Colletotrichum gloeosporioides,22.0,28.0,35.0,90,99,Rain,Warm wet,5.5,7.5,Any,Any,NDVI dark lesions,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dark sunken lesions; warm wet; foliar and tuber,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Yam,YAM_SCALE_INSECT,Scale Insect,Pest,Aspidiella hartii,20.0,28.0,38.0,Any,Any,,Dry,,,Any,Any,NDVI reduced vigor,NDMI low,NDRE low,Tuber storage–Any,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dry conditions; surface feeding on tubers,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 1 week
Coconut,COCONUT_LETHAL_YELLOWING,Lethal Yellowing,Phytoplasma,Candidatus Phytoplasma palmae,22.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI yellowing/death,NDMI normal,NDRE very low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Planthopper-vectored; no cure; Africa + Caribbean,Destroy infected plants — no cure; control insect vector (leafhopper or planthopper); use clean propagation material,Today
Coconut,COCONUT_BUD_ROT,Bud Rot,Fungal/Oomycete,Phytophthora palmivora,22.0,28.0,35.0,90,99,Rain,Warm wet,5.5,7.5,Poor,Any,NDVI crown death,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Crown rot following wet conditions; fatal,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Coconut,COCONUT_RHINOCEROS_BEETLE,Rhinoceros Beetle,Pest,Oryctes rhinoceros,20.0,28.0,38.0,Any,Any,,,,,Any,Any,NDVI frond damage,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Bores into crown; decaying organic matter breeding site,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Mango,MANGO_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum gloeosporioides,20.0,28.0,35.0,90,99,Rain/dew,Warm wet,5.5,7.5,Any,Any,NDVI flower/fruit lesions,NDMI high,NDRE low,Flowering–Fruiting,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dark sunken lesions; post-harvest; warm wet flowering,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Mango,MANGO_POWDERY_MILDEW,Powdery Mildew,Fungal,Oidium mangiferae,10.0,25.0,35.0,50–80%,50–80%,Not needed,Moderate humidity,5.5,7.5,Any,Any,NDVI white powder,NDMI moderate,NDRE low,Flowering,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",White powder on flowers and young leaves; reduces fruit set,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Mango,MANGO_MANGO_HOPPERS,Mango Hoppers,Pest,Idioscopus clypealis,20.0,30.0,38.0,Any,Any,,,,,Any,Any,NDVI flower drop,NDMI normal,NDRE low,Flowering,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Sucks flower juices; sooty mold follows,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Avocado,AVOCADO_ROOT_ROT_PHYTOPHTHOR,Root Rot (Phytophthora),Fungal/Oomycete,Phytophthora cinnamomi,18.0,25.0,30.0,90,99,Soil saturation,Warm wet poor drainage,5.0,7.0,Poor,Any,NDVI decline/death,NDMI very high,NDRE very low,Any,,,,,,,,,5.0,7.0,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Most destructive avocado disease; poor drainage essential risk,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Avocado,AVOCADO_CERCOSPORA_SPOT,Cercospora Spot,Fungal,Cercospora purpurea,20.0,27.0,35.0,85,99,Leaf wetness,Warm wet,5.0,7.0,Any,Any,NDVI round spots,NDMI high,NDRE low,Any,,,,,,,,,5.0,7.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Purple-edged spots on leaves,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Avocado,AVOCADO_AVOCADO_THRIPS,Avocado Thrips,Pest,Scirtothrips perseae,18.0,28.0,38.0,<60%,<60%,,Dry,,,Any,Any,NDVI fruit scarring,NDMI low,NDRE low,Fruit set,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dry conditions; fruit skin scarring,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Citrus,CITRUS_CITRUS_GREENING_HLB,Citrus Greening (HLB),Bacterial,Candidatus Liberibacter asiaticus,20.0,28.0,35.0,Any,Any,,,5.5,7.5,Any,Any,NDVI blotchy mottle,NDMI normal,NDRE very low,Any,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Psyllid-vectored; no cure; most serious citrus disease,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Today
Citrus,CITRUS_CITRUS_CANKER,Citrus Canker,Bacterial,Xanthomonas axonopodis pv. citri,20.0,30.0,35.0,90,99,Rain+wind,Warm wet,5.5,7.5,Any,Any,NDVI raised corky lesions,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Lesions on fruit+leaves; spread by wind-driven rain,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Within 2 days
Citrus,CITRUS_PHYTOPHTHORA_GUMMOSI,Phytophthora Gummosis,Fungal/Oomycete,Phytophthora parasitica,15.0,25.0,30.0,90,99,Soil saturation,Wet poorly drained,5.5,7.5,Poor,Any,NDVI crown decline,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Gum oozing from bark; flooding/poor drainage,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Citrus,CITRUS_MEDITERRANEAN_FRUIT_,Mediterranean Fruit Fly,Pest,Ceratitis capitata,12.0,25.0,34.0,Any,Any,,,,,Any,Any,NDVI fruit damage,NDMI normal,NDRE normal,Fruiting,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Larval fruit damage; >12°C allows reproduction,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Grape,GRAPE_POWDERY_MILDEW,Powdery Mildew,Fungal,Erysiphe necator,6.0,26.0,35.0,<40%,40–100%,Not needed,Low–moderate humidity,5.5,8.0,Any,Any,NDVI white powder,NDMI low,NDRE low,Budbreak–Veraison,,,,,,,,,5.5,8.0,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Spreads in dry warm conditions; no rain needed,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Grape,GRAPE_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Plasmopara viticola,10.0,22.0,30.0,90,99,Rain (10mm+),Warm wet,5.5,8.0,Any,Any,NDVI oil spots,NDMI high,NDRE low,Budbreak–Veraison,,,,,,,,,5.5,8.0,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Needs rain+warmth; oospore germination >10°C,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Grape,GRAPE_BOTRYTIS_BUNCH_ROT,Botrytis Bunch Rot,Fungal,Botrytis cinerea,15.0,18.0,25.0,90,99,High,Cool wet,5.5,8.0,Any,Any,NDVI grey mold,NDMI high,NDRE low,Flowering–Harvest,,,,,,,,,5.5,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet; gray mold on fruit; tight bunches risk,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Grape,GRAPE_PIERCE'S_DISEASE,Pierce's Disease,Bacterial,Xylella fastidiosa,15.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI leaf scorch,NDMI low,NDRE very low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Leafhopper-vectored; no cure; scalding of leaf margins,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Today
Apple,APPLE_APPLE_SCAB,Apple Scab,Fungal,Venturia inaequalis,6.0,18.0,26.0,90,99,Wetting period,Cool wet,5.0,7.0,Any,Any,NDVI olive-brown scabs,NDMI high,NDRE low,Green tip–Harvest,,,,,,,,,5.0,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Most important apple disease; Mills table for infection,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Apple,APPLE_FIRE_BLIGHT,Fire Blight,Bacterial,Erwinia amylovora,16.0,24.0,32.0,70,90,Rain/insects,Warm wet blooming,5.5,7.5,Any,Any,NDVI shepherd's crook,NDMI moderate,NDRE very low,Bloom–Summer,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm wet bloom conditions; moves fast; canker,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Today
Apple,APPLE_POWDERY_MILDEW,Powdery Mildew,Fungal,Podosphaera leucotricha,10.0,21.0,30.0,<70%,<70%,Not needed,Dry moderate,5.5,7.5,Any,Any,NDVI white bud/leaf,NDMI low,NDRE low,Budbreak–Summer,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dry warm; infected buds overwinter,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Apple,APPLE_CODLING_MOTH,Codling Moth,Pest,Cydia pomonella,10.0,22.0,35.0,Any,Any,,,,,Any,Any,NDVI fruit tunneling,NDMI normal,NDRE normal,Fruit development,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",>10°C triggers flights; 250 degree-days = egg hatch,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Strawberry,STRAWBERRY_GRAY_MOLD_BOTRYTIS,Gray Mold (Botrytis),Fungal,Botrytis cinerea,15.0,18.0,25.0,90,99,High humidity,Cool wet,5.5,7.0,Any,Any,NDVI grey moldy fruit,NDMI high,NDRE low,Flowering–Harvest,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet; gray spores on fruit and flowers,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Strawberry,STRAWBERRY_VERTICILLIUM_WILT,Verticillium Wilt,Fungal,Verticillium dahliae,18.0,22.0,28.0,Any,Any,Soil moisture,Cool soil,5.5,7.0,Any,Any,NDVI marginal scorch,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Soil-borne; cool soils; previous solanaceous crops,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Strawberry,STRAWBERRY_SPIDER_MITES,Spider Mites,Pest,Tetranychus urticae,22.0,30.0,40.0,<60%,<60%,,Hot dry,,,Any,Any,NDVI bronzing,NDMI very low,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Hot dry conditions; underleaf webbing and stippling,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Watermelon,WATERMELON_GUMMY_STEM_BLIGHT,Gummy Stem Blight,Fungal,Stagonosporopsis cucurbitacearum,18.0,24.0,30.0,85,99,Leaf wetness,Warm wet,5.5,7.5,Any,Any,NDVI stem cankers,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Gummy ooze from stem; seed and soilborne,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Watermelon,WATERMELON_FUSARIUM_WILT,Fusarium Wilt,Fungal,Fusarium oxysporum f.sp. niveum,20.0,27.0,35.0,70,90,Soil moisture,Warm moderate,5.5,7.0,Sandy,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.0,Sandy,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Soil-borne; persists 10+ years; sandy soils,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Watermelon,WATERMELON_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Pseudoperonospora cubensis,12.0,20.0,30.0,90,99,Dew/rain,Cool wet,5.5,7.5,Any,Any,NDVI angular spots,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Yellow angular lesions above; purple spores below,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Papaya,PAPAYA_PAPAYA_RINGSPOT_VIRU,Papaya Ringspot Virus,Viral,PRSV (Potyvirus),20.0,30.0,38.0,Any,Any,,,,,Any,Any,NDVI ringspot mosaic,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; devastated Hawaii industry; seed not transmitted,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Today
Papaya,PAPAYA_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum gloeosporioides,20.0,28.0,35.0,90,99,Rain/dew,Warm wet,5.5,7.5,Any,Any,NDVI sunken fruit lesions,NDMI high,NDRE low,Fruiting–Post-harvest,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Post-harvest; dark sunken lesions; warm wet,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Papaya,PAPAYA_PHYTOPHTHORA_ROOT_RO,Phytophthora Root Rot,Fungal/Oomycete,Phytophthora palmivora,22.0,28.0,35.0,90,99,Waterlogging,Warm wet poor drainage,5.5,7.5,Poor,Any,NDVI crown death,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Waterlogging critical; can kill plants within days,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Pineapple,PINEAPPLE_HEART_ROT_PHYTOPHTHO,Heart Rot (Phytophthora),Fungal/Oomycete,Phytophthora cinnamomi + P. parasitica,18.0,28.0,35.0,90,99,Soil saturation,Warm wet,4.5,6.5,Poor,Any,NDVI crown collapse,NDMI very high,NDRE very low,Any,,,,,,,,,4.5,6.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Poor drainage + flooding; heart turns brown and dies,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Pineapple,PINEAPPLE_MEALYBUG_WILT,Mealybug Wilt,Viral+Pest,PMWaV (virus) + Dysmicoccus mealybugs,20.0,28.0,38.0,Any,Any,,,,,Any,Any,NDVI wilt+pink margins,NDMI low,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Mealybug infestation transmits virus; ant tending mealybugs,Control insect vector urgently; remove infected plants; use certified virus-free planting material,Within 2 days
Cocoa,COCOA_BLACK_POD_PHYTOPHTHO,Black Pod (Phytophthora),Fungal/Oomycete,Phytophthora megakarya + P. palmivora,18.0,26.0,35.0,90,99,Rain,Warm wet,5.5,7.5,Any,Any,NDVI black pods,NDMI very high,NDRE low,Pod development,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Causes 30–90% pod loss; rain-splash spread,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Cocoa,COCOA_COCOA_SWOLLEN_SHOOT,Cocoa Swollen Shoot,Viral,CSSVD (Badnavirus),20.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI shoot swelling,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Mealybug-vectored; no cure; West Africa epidemic,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Today
Cocoa,COCOA_COCOA_POD_BORER,Cocoa Pod Borer,Pest,Conopomorpha cramerella,20.0,28.0,35.0,80,90,,,,,Any,Any,NDVI premature ripening,NDMI normal,NDRE low,Pod development,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",SE Asia major pest; larval tunneling in pod,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Today
Oil Palm,OIL_PALM_GANODERMA_BASAL_STEM,Ganoderma Basal Stem Rot,Fungal,Ganoderma boninense,22.0,28.0,35.0,90,99,Soil moisture,Wet humid,4.0,6.5,Poor,Any,NDVI frond wilting,NDMI moderate,NDRE very low,Any,,,,,,,,,4.0,6.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Soil-borne; most serious oil palm disease SE Asia; no cure,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
